,filename,filepath,starttime,endtime,npts,sampling_rate,delta,calib,_format,file_date
0,2021.01.24.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210124/2021.01.24.CN.PMAQ..HHZ.SAC,2021-01-23T23:29:59.000000Z,2021-01-25T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.24
0,2021.01.24.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210124/2021.01.24.CN.SMQ..EHZ.SAC,2021-01-23T23:29:59.000000Z,2021-01-25T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.24
0,2021.01.24.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210124/2021.01.24.CN.SNFQ..HHE.SAC,2021-01-23T23:29:59.000000Z,2021-01-25T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.24
0,2021.01.24.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210124/2021.01.24.CN.SNFQ..HHN.SAC,2021-01-23T23:29:59.000000Z,2021-01-25T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.24
0,2021.01.24.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210124/2021.01.24.CN.SNFQ..HHZ.SAC,2021-01-23T23:29:59.000000Z,2021-01-25T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.24
0,2021.01.25.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.CNQ..EHZ.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.ICQ..HHE.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.ICQ..HHN.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.ICQ..HHZ.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.PMAQ..HHE.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.PMAQ..HHN.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.PMAQ..HHZ.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.SMQ..EHZ.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.SNFQ..HHE.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.SNFQ..HHN.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.25.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210125/2021.01.25.CN.SNFQ..HHZ.SAC,2021-01-24T23:29:59.000000Z,2021-01-26T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.25
0,2021.01.26.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.CNQ..EHZ.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.ICQ..HHE.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.ICQ..HHN.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.ICQ..HHZ.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.PMAQ..HHE.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.PMAQ..HHN.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.PMAQ..HHZ.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.SMQ..EHZ.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.SNFQ..HHE.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.SNFQ..HHN.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.26.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210126/2021.01.26.CN.SNFQ..HHZ.SAC,2021-01-25T23:29:59.000000Z,2021-01-27T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.26
0,2021.01.27.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.CNQ..EHZ.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.ICQ..HHE.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.ICQ..HHN.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.ICQ..HHZ.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.PMAQ..HHE.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.PMAQ..HHN.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.PMAQ..HHZ.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.SMQ..EHZ.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.SNFQ..HHE.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.SNFQ..HHN.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.27.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210127/2021.01.27.CN.SNFQ..HHZ.SAC,2021-01-26T23:29:59.000000Z,2021-01-28T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.27
0,2021.01.28.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.CNQ..EHZ.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.ICQ..HHE.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.ICQ..HHN.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.ICQ..HHZ.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.PMAQ..HHE.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.PMAQ..HHN.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.PMAQ..HHZ.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.SMQ..EHZ.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.SNFQ..HHE.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.SNFQ..HHN.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.28.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210128/2021.01.28.CN.SNFQ..HHZ.SAC,2021-01-27T23:29:59.000000Z,2021-01-29T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.28
0,2021.01.29.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.CNQ..EHZ.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.ICQ..HHE.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.ICQ..HHN.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.ICQ..HHZ.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.PMAQ..HHE.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.PMAQ..HHN.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.PMAQ..HHZ.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.SMQ..EHZ.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.SNFQ..HHE.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.SNFQ..HHN.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.29.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210129/2021.01.29.CN.SNFQ..HHZ.SAC,2021-01-28T23:29:59.000000Z,2021-01-30T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.29
0,2021.01.30.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.CNQ..EHZ.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.ICQ..HHE.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.ICQ..HHN.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.ICQ..HHZ.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.PMAQ..HHE.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.PMAQ..HHN.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.PMAQ..HHZ.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.SMQ..EHZ.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.SNFQ..HHE.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.SNFQ..HHN.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.30.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210130/2021.01.30.CN.SNFQ..HHZ.SAC,2021-01-29T23:29:59.000000Z,2021-01-31T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.30
0,2021.01.31.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.CNQ..EHZ.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.ICQ..HHE.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.ICQ..HHN.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.ICQ..HHZ.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.PMAQ..HHE.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.PMAQ..HHN.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.PMAQ..HHZ.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.SMQ..EHZ.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.SNFQ..HHE.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.SNFQ..HHN.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.01.31.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210131/2021.01.31.CN.SNFQ..HHZ.SAC,2021-01-30T23:29:59.000000Z,2021-02-01T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.01.31
0,2021.02.01.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.CNQ..EHZ.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.ICQ..HHE.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.ICQ..HHN.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.ICQ..HHZ.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.PMAQ..HHE.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.PMAQ..HHN.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.PMAQ..HHZ.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.SMQ..EHZ.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.SNFQ..HHE.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.SNFQ..HHN.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.01.CN.SNFQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210201/2021.02.01.CN.SNFQ..HHZ.SAC,2021-01-31T23:29:59.000000Z,2021-02-02T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.01
0,2021.02.02.CN.CNQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.CNQ..EHZ.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.ICQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.ICQ..HHE.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.ICQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.ICQ..HHN.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.ICQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.ICQ..HHZ.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.PMAQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.PMAQ..HHE.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.PMAQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.PMAQ..HHN.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.PMAQ..HHZ.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.PMAQ..HHZ.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.SMQ..EHZ.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.SMQ..EHZ.SAC,2021-02-01T23:29:59.000000Z,2021-02-02T16:40:29.990000Z,6183100,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.SNFQ..HHE.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.SNFQ..HHE.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
0,2021.02.02.CN.SNFQ..HHN.SAC,/network/projects/aia/whale_call/RAW/20210202/2021.02.02.CN.SNFQ..HHN.SAC,2021-02-01T23:29:59.000000Z,2021-02-03T00:30:01.000000Z,9000201,100.0,0.01,1.0,SAC,2021.02.02
